"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Feb 26 20:11:20 GMT 2023","Sun Feb 26 20:11:20 GMT 2023","49","tests.auth_api","test_auth_register","","","","test_attempt_register_with_empty_age",""
"passed","Sun Feb 26 20:11:38 GMT 2023","Sun Feb 26 20:11:38 GMT 2023","43","tests.user_api","test_user_update","","","","test_update_user_with_existing_username",""
"passed","Sun Feb 26 20:11:37 GMT 2023","Sun Feb 26 20:11:37 GMT 2023","20","tests.user_api","test_user_get_all","","","","test_get_all_users",""
"passed","Sun Feb 26 20:11:20 GMT 2023","Sun Feb 26 20:11:20 GMT 2023","45","tests.auth_api","test_auth_register","","","","test_attempt_register_with_empty_phone_number",""
"passed","Sun Feb 26 20:11:23 GMT 2023","Sun Feb 26 20:11:23 GMT 2023","45","tests.food_item_api","test_food_item_create","","","","test_attempt_create_food_item_with_empty_food_section",""
"passed","Sun Feb 26 20:11:32 GMT 2023","Sun Feb 26 20:11:32 GMT 2023","49","tests.food_section_api","test_food_section_update","","","","test_update_food_section_with_existing_name",""
"passed","Sun Feb 26 20:11:27 GMT 2023","Sun Feb 26 20:11:27 GMT 2023","46","tests.food_item_api","test_food_item_update","","","","test_attempt_update_food_item_with_empty_name",""
"passed","Sun Feb 26 20:11:33 GMT 2023","Sun Feb 26 20:11:33 GMT 2023","52","tests.food_section_api","test_food_section_update","","","","test_update_food_section_with_empty_ordering_priority",""
"passed","Sun Feb 26 20:11:35 GMT 2023","Sun Feb 26 20:11:35 GMT 2023","4","tests.user_api","test_user_create","","","","test_attempt_create_user_with_empty_password",""
"passed","Sun Feb 26 20:11:25 GMT 2023","Sun Feb 26 20:11:25 GMT 2023","6","tests.food_item_api","test_food_item_find","","","","test_find_food_item",""
"passed","Sun Feb 26 20:11:19 GMT 2023","Sun Feb 26 20:11:19 GMT 2023","6","tests.auth_api","test_auth_login","","","","test_login_with_empty_password",""
