"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Feb 26 20:08:18 GMT 2023","Sun Feb 26 20:08:18 GMT 2023","5","tests.user_api","test_user_find","","","","test_attempt_user_find_with_random_token",""
"broken","Sun Feb 26 20:08:04 GMT 2023","Sun Feb 26 20:08:04 GMT 2023","0","tests.food_api","test_food_item_get_list_by_section","","","","test_food_item_get_list_by_section",""
"failed","Sun Feb 26 20:08:21 GMT 2023","Sun Feb 26 20:08:21 GMT 2023","6","tests.user_api","test_user_update","","","","test_update_user_with_empty_last_name",""
"failed","Sun Feb 26 20:08:18 GMT 2023","Sun Feb 26 20:08:18 GMT 2023","4","tests.user_api","test_user_get_all","","","","test_get_all_users",""
"broken","Sun Feb 26 20:08:07 GMT 2023","Sun Feb 26 20:08:07 GMT 2023","0","tests.food_item_api","test_food_item_delete","","","","test_delete_food_item",""
"failed","Sun Feb 26 20:08:15 GMT 2023","Sun Feb 26 20:08:15 GMT 2023","5","tests.user_api","test_user_create","","","","test_create_new_user_required_only",""
"passed","Sun Feb 26 20:08:04 GMT 2023","Sun Feb 26 20:08:04 GMT 2023","48","tests.auth_api","test_auth_register","","","","test_attempt_register_with_empty_password",""
"failed","Sun Feb 26 20:08:17 GMT 2023","Sun Feb 26 20:08:17 GMT 2023","3","tests.user_api","test_user_create","","","","test_attempt_create_user_with_empty_age",""
"broken","Sun Feb 26 20:08:09 GMT 2023","Sun Feb 26 20:08:09 GMT 2023","0","tests.food_item_api","test_food_item_update","","","","test_attempt_update_food_item_with_empty_food_section",""
"failed","Sun Feb 26 20:08:16 GMT 2023","Sun Feb 26 20:08:16 GMT 2023","3","tests.user_api","test_user_create","","","","test_attempt_create_user_with_empty_password",""
"failed","Sun Feb 26 20:08:21 GMT 2023","Sun Feb 26 20:08:21 GMT 2023","4","tests.user_api","test_user_update","","","","test_update_user_with_empty_age",""
"failed","Sun Feb 26 20:08:16 GMT 2023","Sun Feb 26 20:08:16 GMT 2023","4","tests.user_api","test_user_create","","","","test_attempt_create_user_with_empty_email",""
"failed","Sun Feb 26 20:08:11 GMT 2023","Sun Feb 26 20:08:11 GMT 2023","4","tests.food_section_api","test_food_section_create","","","","test_attempt_create_food_section_with_empty_ordering_priority",""
"broken","Sun Feb 26 20:08:05 GMT 2023","Sun Feb 26 20:08:05 GMT 2023","0","tests.food_item_api","test_food_item_create","","","","test_attempt_create_food_item_with_random_token",""
"failed","Sun Feb 26 20:08:17 GMT 2023","Sun Feb 26 20:08:17 GMT 2023","3","tests.user_api","test_user_create","","","","test_attempt_create_user_with_empty_last_name",""
"failed","Sun Feb 26 20:08:21 GMT 2023","Sun Feb 26 20:08:21 GMT 2023","5","tests.user_api","test_user_update","","","","test_update_user_with_empty_first_name",""
"passed","Sun Feb 26 20:08:04 GMT 2023","Sun Feb 26 20:08:04 GMT 2023","47","tests.auth_api","test_auth_register","","","","test_attempt_register_with_empty_phone_number",""
