"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Feb 27 19:51:55 GMT 2023","Mon Feb 27 19:51:55 GMT 2023","0","tests.user_api","test_user_create","","","","test_create_new_user_required_only",""
"broken","Mon Feb 27 19:51:53 GMT 2023","Mon Feb 27 19:51:53 GMT 2023","0","tests.food_section_api","test_food_section_create","","","","test_attempt_create_user_with_empty_image",""
"broken","Mon Feb 27 19:51:57 GMT 2023","Mon Feb 27 19:51:57 GMT 2023","0","tests.user_api","test_user_delete","","","","test_attempt_delete_user_with_random_token",""
"broken","Mon Feb 27 19:51:59 GMT 2023","Mon Feb 27 19:51:59 GMT 2023","0","tests.user_api","test_user_update","","","","test_update_user_with_existing_last_name",""
"broken","Mon Feb 27 19:51:52 GMT 2023","Mon Feb 27 19:51:52 GMT 2023","0","tests.food_section_api","test_food_section_create","","","","test_attempt_create_food_section_with_random_token",""
"broken","Mon Feb 27 19:51:52 GMT 2023","Mon Feb 27 19:51:52 GMT 2023","0","tests.food_section_api","test_food_section_create","","","","test_attempt_create_food_section_with_existing_name",""
"broken","Mon Feb 27 19:51:55 GMT 2023","Mon Feb 27 19:51:55 GMT 2023","0","tests.food_section_api","test_food_section_update","","","","test_update_food_section_with_empty_name",""
"broken","Mon Feb 27 19:51:55 GMT 2023","Mon Feb 27 19:51:55 GMT 2023","0","tests.food_section_api","test_food_section_update","","","","test_update_food_section_with_existing_ordering_priority",""
"broken","Mon Feb 27 19:51:55 GMT 2023","Mon Feb 27 19:51:55 GMT 2023","0","tests.food_section_api","test_food_section_update","","","","test_update_food_section_with_empty_is_available",""
"broken","Mon Feb 27 19:51:54 GMT 2023","Mon Feb 27 19:51:54 GMT 2023","0","tests.food_section_api","test_food_section_find","","","","test_attempt_food_section_find_with_random_token",""
"passed","Mon Feb 27 19:51:48 GMT 2023","Mon Feb 27 19:51:48 GMT 2023","7","tests.food_item_api","test_food_item_delete","","","","test_delete_food_item",""
"broken","Mon Feb 27 19:51:57 GMT 2023","Mon Feb 27 19:51:57 GMT 2023","0","tests.user_api","test_user_create","","","","test_attempt_create_user_with_empty_age",""
