"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Feb 27 19:51:44 GMT 2023","Mon Feb 27 19:51:44 GMT 2023","0","tests.food_section_api","test_food_section_create","","","","test_attempt_create_user_with_empty_is_active",""
"broken","Mon Feb 27 19:51:48 GMT 2023","Mon Feb 27 19:51:48 GMT 2023","0","tests.user_api","test_user_create","","","","test_attempt_create_user_with_empty_phone_number",""
"passed","Mon Feb 27 19:51:36 GMT 2023","Mon Feb 27 19:51:36 GMT 2023","4","tests.food_api","test_food_sections_get_all","","","","test_food_section_get_all_is_staff_token",""
"broken","Mon Feb 27 19:51:43 GMT 2023","Mon Feb 27 19:51:43 GMT 2023","0","tests.food_section_api","test_food_section_create","","","","test_attempt_create_food_section_with_random_token",""
"broken","Mon Feb 27 19:51:44 GMT 2023","Mon Feb 27 19:51:44 GMT 2023","0","tests.food_section_api","test_food_section_find","","","","test_attempt_food_section_find_with_random_token",""
"broken","Mon Feb 27 19:51:46 GMT 2023","Mon Feb 27 19:51:46 GMT 2023","0","tests.food_section_api","test_food_section_update","","","","test_update_food_section_with_empty_is_available",""
"passed","Mon Feb 27 19:51:39 GMT 2023","Mon Feb 27 19:51:39 GMT 2023","4","tests.food_item_api","test_food_item_find","","","","test_attempt_food_item_find_with_random_token",""
"broken","Mon Feb 27 19:51:44 GMT 2023","Mon Feb 27 19:51:44 GMT 2023","0","tests.food_section_api","test_food_section_delete","","","","test_delete_food_section",""
"broken","Mon Feb 27 19:51:46 GMT 2023","Mon Feb 27 19:51:46 GMT 2023","0","tests.user_api","test_user_create","","","","test_create_new_user_required_only",""
"broken","Mon Feb 27 19:51:50 GMT 2023","Mon Feb 27 19:51:50 GMT 2023","0","tests.user_api","test_user_update","","","","test_update_user_with_existing_age",""
"broken","Mon Feb 27 19:51:44 GMT 2023","Mon Feb 27 19:51:44 GMT 2023","0","tests.food_section_api","test_food_section_create","","","","test_attempt_create_food_section_with_empty_ordering_priority",""
"passed","Mon Feb 27 19:51:37 GMT 2023","Mon Feb 27 19:51:37 GMT 2023","47","tests.food_item_api","test_food_item_create","","","","test_attempt_create_food_item_with_empty_ordering_priority",""
"passed","Mon Feb 27 19:51:35 GMT 2023","Mon Feb 27 19:51:35 GMT 2023","48","tests.auth_api","test_auth_register","","","","test_attempt_register_with_empty_password",""
"broken","Mon Feb 27 19:51:50 GMT 2023","Mon Feb 27 19:51:50 GMT 2023","0","tests.user_api","test_user_update","","","","test_update_user_with_empty_username",""
"broken","Mon Feb 27 19:51:50 GMT 2023","Mon Feb 27 19:51:50 GMT 2023","0","tests.user_api","test_user_update","","","","test_update_user_with_empty_email",""
"failed","Mon Feb 27 19:51:42 GMT 2023","Mon Feb 27 19:51:42 GMT 2023","47","tests.food_item_api","test_food_item_update","","","","test_attempt_update_food_item_with_empty_food_section",""
"broken","Mon Feb 27 19:51:48 GMT 2023","Mon Feb 27 19:51:48 GMT 2023","0","tests.user_api","test_user_delete","","","","test_delete_user",""
"broken","Mon Feb 27 19:51:47 GMT 2023","Mon Feb 27 19:51:47 GMT 2023","0","tests.user_api","test_user_create","","","","test_attempt_create_user_with_existing_username",""
"passed","Mon Feb 27 19:51:40 GMT 2023","Mon Feb 27 19:51:40 GMT 2023","2","tests.food_item_api","test_food_item_get_all","","","","test_attempt_food_item_get_all_with_random_token",""
"broken","Mon Feb 27 19:51:46 GMT 2023","Mon Feb 27 19:51:46 GMT 2023","0","tests.user_api","test_user_create","","","","test_attempt_create_user_with_random_token",""
"broken","Mon Feb 27 19:51:47 GMT 2023","Mon Feb 27 19:51:47 GMT 2023","0","tests.user_api","test_user_create","","","","test_attempt_create_user_with_empty_password",""
"broken","Mon Feb 27 19:51:45 GMT 2023","Mon Feb 27 19:51:45 GMT 2023","0","tests.food_section_api","test_food_section_update","","","","test_attempt_update_food_section_with_random_token",""
"broken","Mon Feb 27 19:51:43 GMT 2023","Mon Feb 27 19:51:43 GMT 2023","0","tests.food_item_api","test_food_item_update","","","","test_attempt_update_food_item_with_empty_price",""
"broken","Mon Feb 27 19:51:49 GMT 2023","Mon Feb 27 19:51:49 GMT 2023","0","tests.user_api","test_user_get_all","","","","test_attempt_get_all_users_with_random_token",""
"broken","Mon Feb 27 19:51:50 GMT 2023","Mon Feb 27 19:51:50 GMT 2023","0","tests.user_api","test_user_update","","","","test_update_user_with_existing_first_name",""
"broken","Mon Feb 27 19:51:47 GMT 2023","Mon Feb 27 19:51:47 GMT 2023","0","tests.user_api","test_user_create","","","","test_attempt_create_user_with_existing_phone_number",""
"passed","Mon Feb 27 19:51:34 GMT 2023","Mon Feb 27 19:51:34 GMT 2023","7","tests.auth_api","test_auth_register","","","","test_attempt_register_with_existing_username",""
"skipped","Mon Feb 27 19:51:43 GMT 2023","Mon Feb 27 19:51:43 GMT 2023","0","tests.food_item_api","test_food_item_update","","","","test_attempt_update_food_item_with_image_name_mismatch",""
"passed","Mon Feb 27 19:51:34 GMT 2023","Mon Feb 27 19:51:34 GMT 2023","48","tests.auth_api","test_auth_login","","","","test_login_with_wrong_password",""
"broken","Mon Feb 27 19:51:50 GMT 2023","Mon Feb 27 19:51:50 GMT 2023","0","tests.user_api","test_user_update","","","","test_update_user_with_existing_email",""
"broken","Mon Feb 27 19:51:51 GMT 2023","Mon Feb 27 19:51:51 GMT 2023","0","tests.user_api","test_user_update","","","","test_update_user_with_empty_password",""
"broken","Mon Feb 27 19:51:48 GMT 2023","Mon Feb 27 19:51:48 GMT 2023","0","tests.user_api","test_user_delete","","","","test_attempt_delete_user_with_random_token",""
"broken","Mon Feb 27 19:51:43 GMT 2023","Mon Feb 27 19:51:43 GMT 2023","0","tests.food_section_api","test_food_section_create","","","","test_attempt_create_food_section_with_existing_name",""
"broken","Mon Feb 27 19:51:47 GMT 2023","Mon Feb 27 19:51:47 GMT 2023","0","tests.user_api","test_user_create","","","","test_attempt_create_user_with_empty_email",""
"passed","Mon Feb 27 19:51:36 GMT 2023","Mon Feb 27 19:51:36 GMT 2023","7","tests.food_api","test_food_sections_get_all","","","","test_food_section_get_all_random_token",""
"broken","Mon Feb 27 19:51:51 GMT 2023","Mon Feb 27 19:51:51 GMT 2023","0","tests.user_api","test_user_update","","","","test_update_user_with_empty_last_name",""
"passed","Mon Feb 27 19:51:41 GMT 2023","Mon Feb 27 19:51:41 GMT 2023","8","tests.food_item_api","test_food_item_update","","","","test_update_food_item",""
"broken","Mon Feb 27 19:51:43 GMT 2023","Mon Feb 27 19:51:43 GMT 2023","0","tests.food_section_api","test_food_section_create","","","","test_attempt_create_food_section_with_existing_ordering_priority",""
"passed","Mon Feb 27 19:51:35 GMT 2023","Mon Feb 27 19:51:35 GMT 2023","46","tests.auth_api","test_auth_register","","","","test_attempt_register_with_empty_first_name",""
"broken","Mon Feb 27 19:51:48 GMT 2023","Mon Feb 27 19:51:48 GMT 2023","0","tests.user_api","test_user_find","","","","test_attempt_user_find_with_random_token",""
"broken","Mon Feb 27 19:51:46 GMT 2023","Mon Feb 27 19:51:46 GMT 2023","0","tests.food_section_api","test_food_section_update","","","","test_update_food_section_with_existing_name",""
"passed","Mon Feb 27 19:51:37 GMT 2023","Mon Feb 27 19:51:38 GMT 2023","44","tests.food_item_api","test_food_item_create","","","","test_attempt_create_food_item_with_empty_food_section",""
"broken","Mon Feb 27 19:51:47 GMT 2023","Mon Feb 27 19:51:47 GMT 2023","0","tests.user_api","test_user_create","","","","test_attempt_create_user_with_empty_username",""
