"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Feb 26 20:23:34 GMT 2023","Sun Feb 26 20:23:34 GMT 2023","45","tests.food_item_api","test_food_item_update","","","","test_attempt_update_food_item_with_random_token",""
"passed","Sun Feb 26 20:23:41 GMT 2023","Sun Feb 26 20:23:41 GMT 2023","49","tests.food_section_api","test_food_section_update","","","","test_update_food_section_with_empty_ordering_priority",""
"passed","Sun Feb 26 20:23:27 GMT 2023","Sun Feb 26 20:23:27 GMT 2023","6","tests.auth_api","test_auth_register","","","","test_attempt_register_with_existing_username",""
"passed","Sun Feb 26 20:23:45 GMT 2023","Sun Feb 26 20:23:45 GMT 2023","6","tests.user_api","test_user_find","","","","test_find_user",""
"passed","Sun Feb 26 20:23:46 GMT 2023","Sun Feb 26 20:23:46 GMT 2023","47","tests.user_api","test_user_update","","","","test_update_user_all_required",""
"passed","Sun Feb 26 20:23:29 GMT 2023","Sun Feb 26 20:23:29 GMT 2023","52","tests.food_item_api","test_food_item_create","","","","test_create_food_item",""
"passed","Sun Feb 26 20:23:38 GMT 2023","Sun Feb 26 20:23:38 GMT 2023","5","tests.food_section_api","test_food_section_create","","","","test_attempt_create_user_with_empty_image",""
"passed","Sun Feb 26 20:23:31 GMT 2023","Sun Feb 26 20:23:31 GMT 2023","45","tests.food_item_api","test_food_item_create","","","","test_attempt_create_food_item_with_empty_image",""
"passed","Sun Feb 26 20:23:28 GMT 2023","Sun Feb 26 20:23:28 GMT 2023","47","tests.auth_api","test_auth_register","","","","test_attempt_register_with_empty_phone_number",""
"passed","Sun Feb 26 20:23:37 GMT 2023","Sun Feb 26 20:23:37 GMT 2023","5","tests.food_section_api","test_food_section_create","","","","test_attempt_create_food_section_with_empty_name",""
"passed","Sun Feb 26 20:23:35 GMT 2023","Sun Feb 26 20:23:35 GMT 2023","47","tests.food_item_api","test_food_item_update","","","","test_attempt_update_food_item_with_empty_name",""
"passed","Sun Feb 26 20:23:33 GMT 2023","Sun Feb 26 20:23:33 GMT 2023","3","tests.food_item_api","test_food_item_get_all","","","","test_food_item_get_all",""
"passed","Sun Feb 26 20:23:46 GMT 2023","Sun Feb 26 20:23:46 GMT 2023","5","tests.user_api","test_user_update","","","","test_attempt_update_user_with_random_token",""
"passed","Sun Feb 26 20:23:38 GMT 2023","Sun Feb 26 20:23:38 GMT 2023","6","tests.food_section_api","test_food_section_delete","","","","test_delete_food_section",""
"passed","Sun Feb 26 20:23:49 GMT 2023","Sun Feb 26 20:23:49 GMT 2023","10","tests.user_api","test_user_update","","","","test_update_user_with_phone_number",""
"passed","Sun Feb 26 20:23:38 GMT 2023","Sun Feb 26 20:23:38 GMT 2023","8","tests.food_section_api","test_food_section_delete","","","","test_attempt_delete_food_section_with_random_token",""
"passed","Sun Feb 26 20:23:28 GMT 2023","Sun Feb 26 20:23:28 GMT 2023","8","tests.auth_api","test_auth_register","","","","test_attempt_register_with_existing_email",""
"passed","Sun Feb 26 20:23:37 GMT 2023","Sun Feb 26 20:23:37 GMT 2023","49","tests.food_section_api","test_food_section_create","","","","test_attempt_create_food_section_with_existing_name",""
"skipped","Sun Feb 26 20:23:36 GMT 2023","Sun Feb 26 20:23:36 GMT 2023","0","tests.food_item_api","test_food_item_update","","","","test_attempt_update_food_item_with_image_name_mismatch",""
"passed","Sun Feb 26 20:23:40 GMT 2023","Sun Feb 26 20:23:40 GMT 2023","2","tests.food_section_api","test_food_section_get_all","","","","test_attempt_get_all_food_sections_with_random_token",""
"skipped","Sun Feb 26 20:23:31 GMT 2023","Sun Feb 26 20:23:31 GMT 2023","51","tests.food_item_api","test_food_item_create","","","","test_attempt_create_food_item_with_empty_price",""
"passed","Sun Feb 26 20:23:28 GMT 2023","Sun Feb 26 20:23:28 GMT 2023","60","tests.auth_api","test_auth_register","","","","test_attempt_register_with_empty_email",""
"passed","Sun Feb 26 20:23:48 GMT 2023","Sun Feb 26 20:23:48 GMT 2023","5","tests.user_api","test_user_update","","","","test_update_user_with_empty_password",""
"passed","Sun Feb 26 20:23:47 GMT 2023","Sun Feb 26 20:23:47 GMT 2023","48","tests.user_api","test_user_update","","","","test_update_user_with_existing_phone_number",""
"passed","Sun Feb 26 20:23:44 GMT 2023","Sun Feb 26 20:23:44 GMT 2023","4","tests.user_api","test_user_delete","","","","test_attempt_delete_user_with_random_token",""
"passed","Sun Feb 26 20:23:28 GMT 2023","Sun Feb 26 20:23:28 GMT 2023","47","tests.auth_api","test_auth_register","","","","test_attempt_register_with_empty_first_name",""
"passed","Sun Feb 26 20:23:43 GMT 2023","Sun Feb 26 20:23:43 GMT 2023","8","tests.user_api","test_user_create","","","","test_attempt_create_user_with_empty_first_name",""
"passed","Sun Feb 26 20:23:39 GMT 2023","Sun Feb 26 20:23:39 GMT 2023","5","tests.food_section_api","test_food_section_find","","","","test_find_food_section",""
"passed","Sun Feb 26 20:23:35 GMT 2023","Sun Feb 26 20:23:35 GMT 2023","47","tests.food_item_api","test_food_item_update","","","","test_attempt_update_food_item_with_empty_ordering_priority",""
"passed","Sun Feb 26 20:23:36 GMT 2023","Sun Feb 26 20:23:36 GMT 2023","47","tests.food_item_api","test_food_item_update","","","","test_attempt_update_food_item_with_empty_image",""
"passed","Sun Feb 26 20:23:37 GMT 2023","Sun Feb 26 20:23:37 GMT 2023","6","tests.food_section_api","test_food_section_create","","","","test_create_new_food_section",""
"passed","Sun Feb 26 20:23:27 GMT 2023","Sun Feb 26 20:23:27 GMT 2023","77","tests.auth_api","test_auth_login","","","","test_login_with_valid_data",""
"passed","Sun Feb 26 20:23:29 GMT 2023","Sun Feb 26 20:23:29 GMT 2023","5","tests.food_api","test_food_sections_get_all","","","","test_food_section_get_all_is_staff_token",""
"passed","Sun Feb 26 20:23:47 GMT 2023","Sun Feb 26 20:23:47 GMT 2023","50","tests.user_api","test_user_update","","","","test_update_user_with_existing_last_name",""
"passed","Sun Feb 26 20:23:44 GMT 2023","Sun Feb 26 20:23:44 GMT 2023","4","tests.user_api","test_user_create","","","","test_attempt_create_user_with_empty_phone_number",""
"passed","Sun Feb 26 20:23:48 GMT 2023","Sun Feb 26 20:23:48 GMT 2023","5","tests.user_api","test_user_update","","","","test_update_user_with_empty_email",""
"passed","Sun Feb 26 20:23:27 GMT 2023","Sun Feb 26 20:23:27 GMT 2023","5","tests.auth_api","test_auth_login","","","","test_login_with_empty_password",""
"passed","Sun Feb 26 20:23:32 GMT 2023","Sun Feb 26 20:23:32 GMT 2023","3","tests.food_item_api","test_food_item_find","","","","test_attempt_food_item_find_with_random_token",""
"passed","Sun Feb 26 20:23:30 GMT 2023","Sun Feb 26 20:23:30 GMT 2023","69","tests.food_item_api","test_food_item_create","","","","test_attempt_create_food_item_with_existing_name",""
"passed","Sun Feb 26 20:23:39 GMT 2023","Sun Feb 26 20:23:39 GMT 2023","5","tests.food_section_api","test_food_section_get_all","","","","test_get_all_food_sections",""
"passed","Sun Feb 26 20:23:40 GMT 2023","Sun Feb 26 20:23:40 GMT 2023","49","tests.food_section_api","test_food_section_update","","","","test_update_food_section",""
"passed","Sun Feb 26 20:23:27 GMT 2023","Sun Feb 26 20:23:27 GMT 2023","53","tests.auth_api","test_auth_register","","","","test_register_new_user_required_only",""
"passed","Sun Feb 26 20:23:27 GMT 2023","Sun Feb 26 20:23:27 GMT 2023","47","tests.auth_api","test_auth_login","","","","test_login_with_wrong_password",""
"passed","Sun Feb 26 20:23:45 GMT 2023","Sun Feb 26 20:23:45 GMT 2023","4","tests.user_api","test_user_find","","","","test_attempt_user_find_with_random_token",""
"passed","Sun Feb 26 20:23:34 GMT 2023","Sun Feb 26 20:23:35 GMT 2023","50","tests.food_item_api","test_food_item_update","","","","test_attempt_update_food_item_with_existing_name",""
"passed","Sun Feb 26 20:23:32 GMT 2023","Sun Feb 26 20:23:32 GMT 2023","7","tests.food_item_api","test_food_item_delete","","","","test_delete_food_item",""
"passed","Sun Feb 26 20:23:36 GMT 2023","Sun Feb 26 20:23:36 GMT 2023","48","tests.food_item_api","test_food_item_update","","","","test_attempt_update_food_item_with_empty_price",""
"passed","Sun Feb 26 20:23:49 GMT 2023","Sun Feb 26 20:23:49 GMT 2023","4","tests.user_api","test_user_update","","","","test_update_user_with_empty_age",""
"passed","Sun Feb 26 20:23:37 GMT 2023","Sun Feb 26 20:23:37 GMT 2023","50","tests.food_section_api","test_food_section_create","","","","test_attempt_create_food_section_with_existing_ordering_priority",""
"passed","Sun Feb 26 20:23:36 GMT 2023","Sun Feb 26 20:23:36 GMT 2023","47","tests.food_item_api","test_food_item_update","","","","test_attempt_update_food_item_with_empty_is_available",""
"passed","Sun Feb 26 20:23:38 GMT 2023","Sun Feb 26 20:23:38 GMT 2023","4","tests.food_section_api","test_food_section_create","","","","test_attempt_create_user_with_empty_is_active",""
"passed","Sun Feb 26 20:23:30 GMT 2023","Sun Feb 26 20:23:30 GMT 2023","45","tests.food_item_api","test_food_item_create","","","","test_attempt_create_food_item_with_empty_ordering_priority",""
"passed","Sun Feb 26 20:23:44 GMT 2023","Sun Feb 26 20:23:44 GMT 2023","6","tests.user_api","test_user_delete","","","","test_delete_user",""
"passed","Sun Feb 26 20:23:43 GMT 2023","Sun Feb 26 20:23:43 GMT 2023","9","tests.user_api","test_user_create","","","","test_attempt_create_user_with_existing_phone_number",""
"passed","Sun Feb 26 20:23:28 GMT 2023","Sun Feb 26 20:23:28 GMT 2023","8","tests.auth_api","test_auth_register","","","","test_attempt_register_with_existing_phone_number",""
"passed","Sun Feb 26 20:23:40 GMT 2023","Sun Feb 26 20:23:41 GMT 2023","53","tests.food_section_api","test_food_section_update","","","","test_update_food_section_with_existing_name",""
"passed","Sun Feb 26 20:23:42 GMT 2023","Sun Feb 26 20:23:42 GMT 2023","7","tests.user_api","test_user_create","","","","test_attempt_create_user_with_existing_username",""
"passed","Sun Feb 26 20:23:41 GMT 2023","Sun Feb 26 20:23:41 GMT 2023","48","tests.food_section_api","test_food_section_update","","","","test_update_food_section_with_empty_name",""
"passed","Sun Feb 26 20:23:35 GMT 2023","Sun Feb 26 20:23:35 GMT 2023","47","tests.food_item_api","test_food_item_update","","","","test_attempt_update_food_item_with_empty_food_section",""
"passed","Sun Feb 26 20:23:28 GMT 2023","Sun Feb 26 20:23:28 GMT 2023","46","tests.auth_api","test_auth_register","","","","test_attempt_register_with_empty_username",""
"passed","Sun Feb 26 20:23:30 GMT 2023","Sun Feb 26 20:23:30 GMT 2023","47","tests.food_item_api","test_food_item_create","","","","test_attempt_create_food_item_with_empty_name",""
"passed","Sun Feb 26 20:23:48 GMT 2023","Sun Feb 26 20:23:48 GMT 2023","7","tests.user_api","test_user_update","","","","test_update_user_with_empty_username",""
"passed","Sun Feb 26 20:23:42 GMT 2023","Sun Feb 26 20:23:42 GMT 2023","4","tests.user_api","test_user_create","","","","test_attempt_create_user_with_random_token",""
"passed","Sun Feb 26 20:23:49 GMT 2023","Sun Feb 26 20:23:49 GMT 2023","6","tests.user_api","test_user_update","","","","test_update_user_with_empty_last_name",""
"passed","Sun Feb 26 20:23:43 GMT 2023","Sun Feb 26 20:23:43 GMT 2023","4","tests.user_api","test_user_create","","","","test_attempt_create_user_with_empty_last_name",""
"passed","Sun Feb 26 20:23:43 GMT 2023","Sun Feb 26 20:23:43 GMT 2023","7","tests.user_api","test_user_create","","","","test_attempt_create_user_with_empty_email",""
"passed","Sun Feb 26 20:23:41 GMT 2023","Sun Feb 26 20:23:41 GMT 2023","48","tests.food_section_api","test_food_section_update","","","","test_update_food_section_with_existing_ordering_priority",""
"passed","Sun Feb 26 20:23:44 GMT 2023","Sun Feb 26 20:23:44 GMT 2023","8","tests.user_api","test_user_create","","","","test_attempt_create_user_with_empty_age",""
"passed","Sun Feb 26 20:23:36 GMT 2023","Sun Feb 26 20:23:36 GMT 2023","4","tests.food_section_api","test_food_section_create","","","","test_attempt_create_food_section_with_random_token",""
"passed","Sun Feb 26 20:23:45 GMT 2023","Sun Feb 26 20:23:45 GMT 2023","6","tests.user_api","test_user_get_all","","","","test_get_all_users",""
"passed","Sun Feb 26 20:23:48 GMT 2023","Sun Feb 26 20:23:48 GMT 2023","7","tests.user_api","test_user_update","","","","test_update_user_with_empty_first_name",""
"passed","Sun Feb 26 20:23:46 GMT 2023","Sun Feb 26 20:23:46 GMT 2023","47","tests.user_api","test_user_update","","","","test_update_user_with_existing_username",""
"passed","Sun Feb 26 20:23:41 GMT 2023","Sun Feb 26 20:23:41 GMT 2023","49","tests.food_section_api","test_food_section_update","","","","test_update_food_section_with_empty_is_available",""
"passed","Sun Feb 26 20:23:43 GMT 2023","Sun Feb 26 20:23:43 GMT 2023","5","tests.user_api","test_user_create","","","","test_attempt_create_user_with_empty_username",""
"passed","Sun Feb 26 20:23:42 GMT 2023","Sun Feb 26 20:23:42 GMT 2023","8","tests.user_api","test_user_create","","","","test_attempt_create_user_with_existing_email",""
